Class Name,Department,Catalog Number,Section Type,Section Number,Class Number,Open Seats,Total Seats,Percent,Timestamp
Intermediate Modern Hebrew,JEWISHST,204,Lecture,01,6671,13,15,13.333333333333334,6/27/2021 5:31:50 PM
"Hinduism and Judaism: Culture, Religion, and Identity",JEWISHST,215S,SEM,01,7251,4,18,77.77777777777779,6/27/2021 5:31:53 PM
Advanced Modern Hebrew,JEWISHST,305S,SEM,01,6672,6,10,40.0,6/27/2021 5:31:55 PM
America from Abroad: Literature and Cinema,JEWISHST,337,Lecture,01,9500,0,30,100.0,6/27/2021 5:31:58 PM
The Holocaust,JEWISHST,342,Lecture,01,7115,24,50,52.0,6/27/2021 5:32:00 PM
Special Topics in Jewish Studies,JEWISHST,490S,SEM,01,11422,0,1,100.0,6/27/2021 5:32:02 PM
Elementary Modern Hebrew,JEWISHST,102,Lecture,001,6669,3,15,80.0,6/27/2021 6:28:44 PM
Elementary Modern Hebrew,JEWISHST,102,Discussion,01D,6670,3,15,80.0,6/27/2021 6:28:47 PM
The Old Testament/Hebrew Bible,JEWISHST,145,Lecture,01,7250,39,45,13.333333333333334,6/27/2021 6:28:49 PM
Intermediate Modern Hebrew,JEWISHST,204,Lecture,01,6671,13,15,13.333333333333334,6/27/2021 6:28:52 PM
"Hinduism and Judaism: Culture, Religion, and Identity",JEWISHST,215S,SEM,01,7251,4,18,77.77777777777779,6/27/2021 6:28:54 PM
Advanced Modern Hebrew,JEWISHST,305S,SEM,01,6672,6,10,40.0,6/27/2021 6:28:56 PM
America from Abroad: Literature and Cinema,JEWISHST,337,Lecture,01,9500,0,30,100.0,6/27/2021 6:28:59 PM
The Holocaust,JEWISHST,342,Lecture,01,7115,24,50,52.0,6/27/2021 6:29:01 PM
Special Topics in Jewish Studies,JEWISHST,490S,SEM,01,11422,0,1,100.0,6/27/2021 6:29:04 PM
Elementary Japanese,JPN,102,Lecture,001,6614,1,15,93.33333333333333,6/27/2021 5:27:45 PM
Elementary Japanese,JPN,102,Lecture,002,6615,2,19,89.47368421052632,6/27/2021 5:27:47 PM
Elementary Japanese,JPN,102,Discussion,01D,6616,1,15,93.33333333333333,6/27/2021 5:27:50 PM
Elementary Japanese,JPN,102,Discussion,02D,6617,2,19,89.47368421052632,6/27/2021 5:27:52 PM
Intermediate Japanese,JPN,204,Lecture,01,6618,1,10,90.0,6/27/2021 5:27:54 PM
Intermediate Japanese,JPN,204,Lecture,02,6619,2,10,80.0,6/27/2021 5:27:57 PM
Advanced Japanese,JPN,306,Lecture,01,6620,7,10,30.0,6/27/2021 5:27:59 PM
Independent Study,JPN,391,IND,01,10273,4,4,0.0,6/27/2021 5:28:02 PM
Independent Study,JPN,391,IND,02,10274,4,4,0.0,6/27/2021 5:28:04 PM
Issues in Japanese Language and Society I,JPN,407S,SEM,01,6621,5,8,37.5,6/27/2021 5:28:06 PM
Elementary Japanese,JPN,102,Lecture,001,6614,1,15,93.33333333333333,6/27/2021 6:24:25 PM
Elementary Japanese,JPN,102,Lecture,002,6615,2,19,89.47368421052632,6/27/2021 6:24:27 PM
Elementary Japanese,JPN,102,Discussion,01D,6616,1,15,93.33333333333333,6/27/2021 6:24:30 PM
Elementary Japanese,JPN,102,Discussion,02D,6617,2,19,89.47368421052632,6/27/2021 6:24:32 PM
Intermediate Japanese,JPN,204,Lecture,01,6618,1,10,90.0,6/27/2021 6:24:34 PM
Intermediate Japanese,JPN,204,Lecture,02,6619,2,10,80.0,6/27/2021 6:24:37 PM
Advanced Japanese,JPN,306,Lecture,01,6620,7,10,30.0,6/27/2021 6:24:39 PM
Independent Study,JPN,391,IND,01,10273,4,4,0.0,6/27/2021 6:24:42 PM
Independent Study,JPN,391,IND,02,10274,4,4,0.0,6/27/2021 6:24:44 PM
Issues in Japanese Language and Society I,JPN,407S,SEM,01,6621,5,8,37.5,6/27/2021 6:24:46 PM
Elementary K'iche' Maya II,KICHE,102,Lecture,01,9485,14,15,6.666666666666667,6/27/2021 5:28:20 PM
Intermediate K'iche' Maya II,KICHE,204,Lecture,01,9492,10,10,0.0,6/27/2021 5:28:22 PM
Elementary K'iche' Maya II,KICHE,102,Lecture,01,9485,14,15,6.666666666666667,6/27/2021 6:25:00 PM
Intermediate K'iche' Maya II,KICHE,204,Lecture,01,9492,10,10,0.0,6/27/2021 6:25:02 PM
Elementary Korean,KOREAN,102,Lecture,001,6622,0,18,100.0,6/27/2021 5:28:37 PM
Elementary Korean,KOREAN,102,Lecture,002,6623,11,18,38.88888888888889,6/27/2021 5:28:39 PM
Elementary Korean,KOREAN,102,Discussion,01D,6624,0,18,100.0,6/27/2021 5:28:42 PM
Elementary Korean,KOREAN,102,Discussion,02D,6625,11,18,38.88888888888889,6/27/2021 5:28:44 PM
Intermediate Korean,KOREAN,204,Lecture,001,6626,1,18,94.44444444444444,6/27/2021 5:28:46 PM
Intermediate Korean,KOREAN,204,Discussion,01D,6627,1,16,93.75,6/27/2021 5:28:49 PM
Intermediate Korean,KOREAN,204,Discussion,02D,11249,0,2,100.0,6/27/2021 5:28:51 PM
Advanced Korean,KOREAN,306S,SEM,01,6628,8,18,55.55555555555556,6/27/2021 5:28:53 PM
Independent Study,KOREAN,391,IND,01,10278,4,4,0.0,6/27/2021 5:28:56 PM
Independent Study,KOREAN,391,IND,02,10279,4,4,0.0,6/27/2021 5:28:58 PM
Issues in Korean Language and Society I,KOREAN,407S,SEM,01,6629,10,18,44.44444444444444,6/27/2021 5:29:00 PM
Elementary Korean,KOREAN,102,Lecture,001,6622,0,18,100.0,6/27/2021 6:25:17 PM
Elementary Korean,KOREAN,102,Lecture,002,6623,11,18,38.88888888888889,6/27/2021 6:25:19 PM
Elementary Korean,KOREAN,102,Discussion,01D,6624,0,18,100.0,6/27/2021 6:25:21 PM
Elementary Korean,KOREAN,102,Discussion,02D,6625,11,18,38.88888888888889,6/27/2021 6:25:24 PM
Intermediate Korean,KOREAN,204,Lecture,001,6626,1,18,94.44444444444444,6/27/2021 6:25:26 PM
Intermediate Korean,KOREAN,204,Discussion,01D,6627,1,16,93.75,6/27/2021 6:25:29 PM
Intermediate Korean,KOREAN,204,Discussion,02D,11249,0,2,100.0,6/27/2021 6:25:31 PM
Advanced Korean,KOREAN,306S,SEM,01,6628,8,18,55.55555555555556,6/27/2021 6:25:33 PM
Independent Study,KOREAN,391,IND,01,10278,4,4,0.0,6/27/2021 6:25:36 PM
Independent Study,KOREAN,391,IND,02,10279,4,4,0.0,6/27/2021 6:25:38 PM
Issues in Korean Language and Society I,KOREAN,407S,SEM,01,6629,10,18,44.44444444444444,6/27/2021 6:25:41 PM
Environment and Global Capitalism in Latin America,LATAMER,222,Lecture,01,7097,3,30,90.0,6/27/2021 5:29:14 PM
Mexico Since Before Cortes,LATAMER,223,Lecture,01,10418,9,10,10.0,6/27/2021 5:29:16 PM
Social Movements and Social Media,LATAMER,320S,SEM,01,6161,0,18,100.0,6/27/2021 5:29:19 PM
Environment and Global Capitalism in Latin America,LATAMER,222,Lecture,01,7097,3,30,90.0,6/27/2021 6:25:54 PM
Mexico Since Before Cortes,LATAMER,223,Lecture,01,10418,9,10,10.0,6/27/2021 6:25:56 PM
Social Movements and Social Media,LATAMER,320S,SEM,01,6161,0,18,100.0,6/27/2021 6:25:59 PM
Environment and Global Capitalism in Latin America,LATAMER,222,Lecture,01,7097,3,30,90.0,6/27/2021 5:28:00 PM
Mexico Since Before Cortes,LATAMER,223,Lecture,01,10418,9,10,10.0,6/27/2021 5:28:03 PM
Social Movements and Social Media,LATAMER,320S,SEM,01,6161,0,18,100.0,6/27/2021 5:28:05 PM
Environment and Global Capitalism in Latin America,LATAMER,222,Lecture,01,7097,3,30,90.0,6/27/2021 6:24:45 PM
Mexico Since Before Cortes,LATAMER,223,Lecture,01,10418,9,10,10.0,6/27/2021 6:24:47 PM
Social Movements and Social Media,LATAMER,320S,SEM,01,6161,0,18,100.0,6/27/2021 6:24:50 PM
Advertising and Society: Global Perspective (DS4),LINGUIST,170,Lecture,01,10848,0,32,100.0,6/27/2021 5:28:21 PM
Introduction to Linguistics,LINGUIST,201,Lecture,01,4378,3,15,80.0,6/27/2021 5:28:23 PM
Introduction to Linguistics,LINGUIST,201,Lecture,02,4379,1,15,93.33333333333333,6/27/2021 5:28:26 PM
Introduction to Linguistics,LINGUIST,201,Lecture,03,10287,5,22,77.27272727272727,6/27/2021 5:28:28 PM
Languages of the World,LINGUIST,202,Lecture,01,4380,0,15,100.0,6/27/2021 5:28:30 PM
Languages of the World,LINGUIST,202,Lecture,02,10290,1,15,93.33333333333333,6/27/2021 5:28:33 PM
The Law and Language,LINGUIST,205,Lecture,01,4381,0,16,100.0,6/27/2021 5:28:35 PM
The Law and Language,LINGUIST,205,Lecture,02,10884,0,10,100.0,6/27/2021 5:28:37 PM
Variety in Language: English in the United States,LINGUIST,206,Lecture,01,4382,1,16,93.75,6/27/2021 5:28:40 PM
Variety in Language: English in the United States,LINGUIST,206,Lecture,02,10886,0,3,100.0,6/27/2021 5:28:42 PM
Psychology of Language,LINGUIST,207,Lecture,01,4545,2,20,90.0,6/27/2021 5:28:45 PM
Philosophy of Mind,LINGUIST,208,Lecture,01,6961,1,16,93.75,6/27/2021 5:28:47 PM
Advanced Spanish Grammar,LINGUIST,301,Lecture,01,9429,3,15,80.0,6/27/2021 5:28:49 PM
Italian Sociolinguistics,LINGUIST,305S,SEM,01,9446,15,18,16.666666666666664,6/27/2021 5:28:52 PM
Translating Spanish-English and English-Spanish,LINGUIST,310,Lecture,01,9478,0,15,100.0,6/27/2021 5:28:54 PM
Acquisition of Japanese as a Second Language,LINGUIST,315S,SEM,01,6654,4,12,66.66666666666666,6/27/2021 5:28:56 PM
"Sociolinguistic Landscapes: German Language, Society, and Identity",LINGUIST,358S,SEM,01,4023,9,18,50.0,6/27/2021 5:28:59 PM
Gender and Language,LINGUIST,364,Lecture,01,4383,1,16,93.75,6/27/2021 5:29:01 PM
Narratives of Migration,LINGUIST,397S,SEM,01,5687,1,12,91.66666666666666,6/27/2021 5:29:04 PM
Identity and Linguistic Rights in the Spanish Speaking Americas,LINGUIST,409S,SEM,01,9488,7,12,41.66666666666667,6/27/2021 5:29:06 PM
Language and Politics: Global Perspectives,LINGUIST,471S,SEM,01,4384,0,11,100.0,6/27/2021 5:29:08 PM
Language and Politics: Global Perspectives,LINGUIST,471S,SEM,02,10293,1,11,90.9090909090909,6/27/2021 5:29:11 PM
Research Independent Study,LINGUIST,494,IND,01,11790,0,1,100.0,6/27/2021 5:29:13 PM
Research Independent Study,LINGUIST,494,IND,02,11791,1,1,0.0,6/27/2021 5:29:16 PM
Research Independent Study,LINGUIST,494,IND,03,11792,1,1,0.0,6/27/2021 5:29:18 PM
Advertising and Society: Global Perspective (DS4),LINGUIST,170,Lecture,01,10848,0,32,100.0,6/27/2021 6:25:05 PM
Introduction to Linguistics,LINGUIST,201,Lecture,01,4378,3,15,80.0,6/27/2021 6:25:08 PM
Introduction to Linguistics,LINGUIST,201,Lecture,02,4379,1,15,93.33333333333333,6/27/2021 6:25:10 PM
Introduction to Linguistics,LINGUIST,201,Lecture,03,10287,5,22,77.27272727272727,6/27/2021 6:25:12 PM
Languages of the World,LINGUIST,202,Lecture,01,4380,0,15,100.0,6/27/2021 6:25:15 PM
Languages of the World,LINGUIST,202,Lecture,02,10290,1,15,93.33333333333333,6/27/2021 6:25:17 PM
The Law and Language,LINGUIST,205,Lecture,01,4381,0,16,100.0,6/27/2021 6:25:19 PM
The Law and Language,LINGUIST,205,Lecture,02,10884,0,10,100.0,6/27/2021 6:25:22 PM
Variety in Language: English in the United States,LINGUIST,206,Lecture,01,4382,1,16,93.75,6/27/2021 6:25:24 PM
Variety in Language: English in the United States,LINGUIST,206,Lecture,02,10886,0,3,100.0,6/27/2021 6:25:27 PM
Psychology of Language,LINGUIST,207,Lecture,01,4545,2,20,90.0,6/27/2021 6:25:29 PM
Philosophy of Mind,LINGUIST,208,Lecture,01,6961,1,16,93.75,6/27/2021 6:25:31 PM
Advanced Spanish Grammar,LINGUIST,301,Lecture,01,9429,3,15,80.0,6/27/2021 6:25:34 PM
Italian Sociolinguistics,LINGUIST,305S,SEM,01,9446,15,18,16.666666666666664,6/27/2021 6:25:36 PM
Translating Spanish-English and English-Spanish,LINGUIST,310,Lecture,01,9478,0,15,100.0,6/27/2021 6:25:38 PM
Acquisition of Japanese as a Second Language,LINGUIST,315S,SEM,01,6654,4,12,66.66666666666666,6/27/2021 6:25:41 PM
"Sociolinguistic Landscapes: German Language, Society, and Identity",LINGUIST,358S,SEM,01,4023,9,18,50.0,6/27/2021 6:25:43 PM
Gender and Language,LINGUIST,364,Lecture,01,4383,1,16,93.75,6/27/2021 6:25:46 PM
Narratives of Migration,LINGUIST,397S,SEM,01,5687,1,12,91.66666666666666,6/27/2021 6:25:48 PM
Identity and Linguistic Rights in the Spanish Speaking Americas,LINGUIST,409S,SEM,01,9488,7,12,41.66666666666667,6/27/2021 6:25:50 PM
Language and Politics: Global Perspectives,LINGUIST,471S,SEM,01,4384,0,11,100.0,6/27/2021 6:25:53 PM
Language and Politics: Global Perspectives,LINGUIST,471S,SEM,02,10293,1,11,90.9090909090909,6/27/2021 6:25:55 PM
Research Independent Study,LINGUIST,494,IND,01,11790,0,1,100.0,6/27/2021 6:25:57 PM
Research Independent Study,LINGUIST,494,IND,02,11791,1,1,0.0,6/27/2021 6:26:00 PM
Research Independent Study,LINGUIST,494,IND,03,11792,1,1,0.0,6/27/2021 6:26:02 PM
First-Year Seminar,LIT,89S,SEM,01,9384,0,18,100.0,6/27/2021 5:29:37 PM
Introduction to African American Studies,LIT,102,Lecture,01,5531,0,25,100.0,6/27/2021 5:29:39 PM
Introduction to Film Studies,LIT,110,Lecture,01,10036,4,25,84.0,6/27/2021 5:29:41 PM
Special Topics: Introduction to Literature,LIT,190S,SEM,01,6118,10,18,44.44444444444444,6/27/2021 5:29:44 PM
Special Topics: Introduction to Literature,LIT,190S,SEM,02,6119,10,18,44.44444444444444,6/27/2021 5:29:46 PM
Special Topics: Introduction to Literature,LIT,190S,SEM,03,6120,9,18,50.0,6/27/2021 5:29:49 PM
Special Topics: Introduction to Literature,LIT,190S,SEM,04,6121,14,18,22.22222222222222,6/27/2021 5:29:51 PM
Special Topics: Introduction to Literature,LIT,190S,SEM,05,6122,11,18,38.88888888888889,6/27/2021 5:29:54 PM
Introduction to Global Cultural Studies,LIT,201,Lecture,01,6123,2,15,86.66666666666667,6/27/2021 5:29:56 PM
Introduction to Latino/a Studies in the Global South,LIT,243,Lecture,01,5087,7,12,41.66666666666667,6/27/2021 5:29:58 PM
"Arab Cultures: Literature, Politics, History",LIT,251,Lecture,01,6639,17,21,19.047619047619047,6/27/2021 5:30:01 PM
Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,LIT,252,Lecture,01,4014,0,20,100.0,6/27/2021 5:30:03 PM
Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,LIT,252,Lecture,02,4016,0,15,100.0,6/27/2021 5:30:06 PM
Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,LIT,252,Lecture,03,4018,2,15,86.66666666666667,6/27/2021 5:30:08 PM
Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,LIT,252,Lecture,04,4020,0,15,100.0,6/27/2021 5:30:10 PM
Romantic Fairy Tales: Literary and Folk Fairy Tales from Grimms to Disney,LIT,252,Lecture,05,11251,3,20,85.0,6/27/2021 5:30:13 PM
Virtual Realities: Collective Dreams from Plato to Cyberspace,LIT,265S,SEM,01,7754,2,18,88.88888888888889,6/27/2021 5:30:15 PM
